[66]	11	0	0	127,255		64,192		127,192
[67]	11	0	0	64,192		127,255		64,255
[68]	11	0	0	127,192		64,255		64,192
[69]	11	0	0	64,255		127,192		127,255
[70]	10	0	0	255,63		192,0		255,0
[71]	10	0	0	192,0		255,63		192,63
[72]	10	0	0	192,0		255,63		192,63
[73]	10	0	0	255,63		192,0		255,0
[74]	10	0	0	191,255		128,192		191,192
[75]	10	0	0	128,192		191,255		128,255
[76]	10	0	0	191,255		128,192		191,192
[77]	10	0	0	128,192		191,255		128,255
[78]	11	0	0	128,191		191,128		191,191
[79]	10	0	0	128,191		191,128		191,191
[80]	10	0	0	128,192		191,255		191,192
[81]	10	0	0	191,255		128,192		128,255
[82]	10	0	0	192,0		255,63		255,0
[83]	10	0	0	255,63		192,0		192,63
[84]	10	0	0	128,255		191,192		191,255
[85]	11	0	0	64,127		127,64		127,127
[86]	11	0	0	127,192		64,255		64,192
[87]	8	0	0	128,63		128,0		191,0
[88]	10	0	0	191,192		128,255		128,192
[89]	8	0	0	0,127		0,64		63,64
[90]	8	0	0	0,127		0,64		63,64
[91]	8	0	0	0,191		0,128		63,128
[92]	11	0	0	127,64		64,127		64,64
[93]	8	0	0	128,64		191,64		191,127
[94]	8	0	0	191,0		191,63		128,63
[95]	8	0	0	63,128		63,191		0,191
[96]	8	0	0	0,191		0,128		63,128
[97]	8	0	0	63,128		63,191		0,191
[98]	8	0	0	0,128		63,128		63,191
[99]	11	0	0	191,64		128,127		128,64
[100]	11	0	0	128,127		191,64		191,127
[101]	10	0	0	191,64		128,127		128,64
[102]	10	0	0	128,127		191,64		191,127
[103]	8	0	0	63,64		63,127		0,127
[104]	8	0	0	63,64		63,127		0,127
[105]	10	0	0	255,128		255,191		192,191
[106]	10	0	0	192,191		192,128		255,128
[107]	11	0	0	0,191		0,128		63,128
[108]	11	0	0	63,128		63,191		0,191
[109]	11	0	0	64,63		64,0		127,0
[110]	10	0	0	192,63		192,0		255,0
[111]	10	0	0	255,0		255,63		192,63
[112]	10	0	0	255,0		255,63		192,63
[113]	10	0	0	192,63		192,0		255,0
[114]	11	0	0	64,255		127,192		127,255
[115]	10	0	0	192,63		192,0		255,0
[116]	10	0	0	255,0		255,63		192,63
[117]	11	0	0	63,192		63,255		0,255
[118]	8	0	0	0,127		0,64		63,64
[119]	11	0	0	64,63		64,0		127,0
[120]	11	0	0	127,64		127,127		64,127
[121]	11	0	0	127,64		127,127		64,127
[122]	8	0	0	63,64		63,127		0,127
[123]	11	0	0	63,128		63,191		0,191
[124]	10	0	0	255,127		192,127		192,64
[125]	8	0	0	64,255		64,192		127,192
[126]	11	0	0	64,191		64,128		127,128
[127]	11	0	0	127,128		127,191		64,191
[128]	11	0	0	127,192		127,255		64,255
[129]	11	0	0	64,255		64,192		127,192
[130]	11	0	0	64,63		64,0		127,0
[131]	11	0	0	127,0		127,63		64,63
[132]	10	0	0	192,64		255,64		255,127
[133]	10	0	0	255,127		192,127		192,64
[134]	10	0	0	192,64		255,64		255,127
[135]	10	0	0	255,64		255,127		192,127
[136]	11	0	0	64,191		64,128		127,128
[137]	11	0	0	127,192		127,255		64,255
[138]	10	0	0	192,63		192,0		255,0
[139]	10	0	0	255,0		255,63		192,63
[140]	8	0	0	0,127		0,64		63,64
[141]	8	0	0	64,255		64,192		127,192
[142]	8	0	0	191,0		191,63		128,63
[143]	11	0	0	192,127		192,96		223,96
[144]	11	0	0	223,96		223,127		192,127
[145]	11	0	0	192,127		192,96		223,96
[146]	11	0	0	192,127		223,96		192,96
[147]	8	0	0	128,127		128,64		191,64
[148]	8	0	0	127,192		127,255		64,255
[149]	11	0	0	223,96		223,127		192,127
[150]	11	0	0	223,96		223,127		192,127
[151]	11	0	0	192,127		192,96		223,96
[152]	11	0	0	223,96		192,127		223,127
[153]	11	0	0	192,127		192,96		223,96
[154]	11	0	0	223,96		223,127		192,127
[155]	11	0	0	192,127		192,96		223,96
[156]	11	0	0	192,127		223,96		192,96
[157]	8	0	0	0,191		0,128		63,128
[158]	8	0	0	63,64		63,127		0,127
[159]	8	0	0	128,127		128,64		191,64
[160]	8	0	0	191,64		191,127		128,127
[161]	11	0	0	223,96		223,127		192,127
[162]	11	0	0	223,96		223,127		192,127
[163]	11	0	0	192,127		192,96		223,96
[164]	11	0	0	223,96		192,127		223,127
[165]	8	0	0	63,64		63,127		0,127
[166]	10	0	0	255,255		192,255		255,192
[167]	10	0	0	255,255		192,255		255,192
[168]	10	0	0	255,255		192,255		255,192
[169]	10	0	0	192,192		255,192		192,255
[170]	10	0	0	255,192		255,255		192,255
[171]	10	0	0	192,192		255,192		192,255
[172]	10	0	0	255,192		255,255		192,255
[173]	10	0	0	192,192		255,192		192,255
[174]	10	0	0	255,192		255,255		192,255
[175]	8	0	0	64,64		127,64		64,127
[176]	8	0	0	64,64		127,64		64,127
[177]	8	0	0	64,64		127,64		64,127
[178]	11	0	0	192,64		192,95		223,64
[179]	11	0	0	223,64		192,95		223,95
[180]	11	0	0	192,64		192,95		223,64
[181]	11	0	0	223,64		192,95		223,95
[182]	11	0	0	192,64		192,95		223,64
[183]	11	0	0	223,95		192,95		223,64
[184]	11	0	0	192,95		192,64		223,64
[185]	11	0	0	223,95		192,95		223,64
[186]	11	0	0	192,95		192,64		223,64
[187]	11	0	0	223,95		192,95		223,64
[188]	11	0	0	128,254		128,212		141,212
[189]	11	0	0	141,212		142,254		128,254
[190]	11	0	0	142,254		141,212		153,212
[191]	11	0	0	153,212		154,254		142,254
[192]	11	0	0	154,254		153,212		165,212
[193]	11	0	0	165,212		165,254		154,254
[194]	11	0	0	165,254		165,212		177,212
[195]	11	0	0	177,212		176,254		165,254
[196]	11	0	0	176,254		177,212		190,212
[197]	11	0	0	190,212		190,254		176,254
[198]	11	0	0	141,212		128,212		159,192
[199]	11	0	0	153,212		141,212		159,192
[200]	11	0	0	177,212		165,212		159,192
[201]	11	0	0	190,212		177,212		159,192
[202]	11	0	0	128,255		128,192		191,192
[203]	8	0	0	128,127		128,64		191,64
[204]	8	0	0	191,127		128,127		128,64
[205]	11	0	0	192,127		192,96		223,96
[206]	11	0	0	223,96		223,127		192,127
[207]	11	0	0	192,127		192,96		223,96
[208]	11	0	0	223,96		223,127		192,127
[209]	11	0	0	192,127		192,96		223,96
[210]	11	0	0	192,127		223,96		192,96
[211]	8	0	0	0,127		0,64		63,64
[212]	8	0	0	0,191		0,128		63,128
[213]	8	0	0	63,128		63,191		0,191
[214]	8	0	0	63,64		63,127		0,127
[215]	8	0	0	0,127		0,64		63,64
[216]	8	0	0	63,128		63,191		0,191
[217]	11	0	0	223,96		223,127		192,127
[218]	11	0	0	192,127		192,96		223,96
[219]	8	0	0	128,127		128,64		191,64
[220]	8	0	0	128,127		128,64		191,64
[221]	8	0	0	191,64		191,127		128,127
[222]	8	0	0	191,64		191,127		128,127
[223]	11	0	0	223,96		223,127		192,127
[224]	11	0	0	192,127		192,96		223,96
[225]	11	0	0	223,96		223,127		192,127
[226]	11	0	0	223,96		223,127		192,127
[227]	11	0	0	192,127		192,96		223,96
[228]	11	0	0	223,96		192,127		223,127
[229]	11	0	0	223,96		223,127		192,127
[230]	11	0	0	192,127		192,96		223,96
[231]	8	0	0	191,64		191,127		128,127
[232]	8	0	0	191,64		191,127		128,127
[233]	8	0	0	128,127		128,64		191,64
[234]	11	0	0	223,96		223,127		192,127
[235]	11	0	0	192,127		192,96		223,96
[236]	11	0	0	223,96		223,127		192,127
[237]	11	0	0	192,127		192,96		223,96
[238]	11	0	0	223,96		223,127		192,127
[239]	11	0	0	192,127		192,96		223,96
[240]	11	0	0	223,96		223,127		192,127
[241]	11	0	0	192,127		192,96		223,96
[242]	8	0	0	63,64		63,127		0,127
[243]	8	0	0	63,64		63,127		0,127
[244]	8	0	0	0,127		0,64		63,64
[245]	8	0	0	63,159		31,191		0,159
[246]	11	0	0	127,0		64,63		64,0
[247]	11	0	0	64,63		127,0		127,63
[248]	11	0	0	127,192		64,255		64,192
[249]	11	0	0	64,255		127,192		127,255
[250]	8	0	0	0,128		63,128		63,191
[251]	10	0	0	255,64		192,127		192,64
[252]	10	0	0	192,127		255,64		255,127
[253]	10	0	0	192,64		255,127		192,127
[254]	10	0	0	255,127		192,64		255,64
[255]	10	0	0	255,127		192,64		192,127
[256]	10	0	0	255,63		192,63		192,0
[257]	10	0	0	255,63		192,0		255,0
[258]	10	0	0	192,0		255,63		192,63
[259]	10	0	0	192,0		255,63		192,63
[260]	10	0	0	255,63		192,0		255,0
[261]	10	0	0	191,255		128,192		191,192
[262]	10	0	0	128,192		191,255		128,255
[263]	10	0	0	255,0		192,63		192,0
[264]	8	0	0	128,64		191,64		191,127
[265]	8	0	0	191,0		191,63		128,63
[266]	11	0	0	192,64		192,95		223,64
[267]	11	0	0	223,64		192,95		223,95
[268]	11	0	0	223,64		192,95		223,95
[269]	11	0	0	192,64		223,64		192,95
[270]	11	0	0	192,95		192,64		223,64
[271]	11	0	0	223,64		223,95		192,95
[272]	8	0	0	63,128		63,191		0,191
[273]	8	0	0	63,191		0,191		0,128
[274]	11	0	0	192,64		192,95		223,64
[275]	11	0	0	223,64		192,95		223,95
[276]	11	0	0	223,95		192,95		223,64
[277]	11	0	0	192,95		192,64		223,64
[278]	11	0	0	192,127		192,96		223,96
[279]	8	0	0	63,64		63,127		0,127
[280]	8	0	0	0,127		0,64		63,64
[281]	8	0	0	0,191		0,128		63,128
[282]	11	0	0	223,96		223,127		192,127
[283]	11	0	0	192,127		192,96		223,96
[284]	8	0	0	128,127		128,64		191,64
[285]	8	0	0	191,127		128,127		128,64
[286]	8	0	0	128,127		128,64		191,64
[287]	8	0	0	128,127		128,64		191,64
[288]	8	0	0	191,64		191,127		128,127
[289]	8	0	0	191,64		191,127		128,127
[290]	11	0	0	192,127		223,96		192,96
[291]	11	0	0	192,127		192,96		223,96
[292]	11	0	0	223,96		223,127		192,127
[293]	11	0	0	192,127		192,96		223,96
[294]	11	0	0	192,127		223,96		192,96
[295]	11	0	0	223,96		223,127		192,127
[296]	11	0	0	192,127		192,96		223,96
[297]	11	0	0	223,96		223,127		192,127
[298]	11	0	0	192,127		192,96		223,96
[299]	11	0	0	223,96		223,127		192,127
[300]	11	0	0	192,127		192,96		223,96
[301]	11	0	0	223,96		192,127		223,127
[302]	11	0	0	192,127		223,96		192,96
[303]	9	0	0	63,255		0,192		63,192
[304]	9	0	0	0,192		63,255		0,255
[305]	11	0	0	64,127		127,64		127,127
[306]	11	0	0	127,0		64,63		64,0
[307]	11	0	0	64,63		127,0		127,63
[308]	11	0	0	63,192		0,255		0,192
[309]	11	0	0	63,192		0,255		0,192
[310]	11	0	0	0,255		63,192		63,255
[311]	11	0	0	63,192		0,255		0,192
[312]	11	0	0	0,255		63,192		63,255
[313]	8	0	0	63,191		0,191		0,128
[314]	11	0	0	64,191		127,128		127,191
[315]	11	0	0	127,128		64,191		64,128
[316]	11	0	0	127,128		64,191		64,128
[317]	11	0	0	64,191		127,128		127,191
[318]	11	0	0	127,128		64,191		64,128
[319]	10	0	0	191,192		128,255		128,192
[320]	10	0	0	128,255		191,192		191,255
[321]	10	0	0	192,64		255,127		255,64
[322]	11	0	0	127,192		64,255		64,192
[323]	11	0	0	64,255		127,192		127,255
[324]	11	0	0	127,192		64,255		64,192
[325]	11	0	0	64,255		127,192		127,255
[326]	11	0	0	127,192		64,255		64,192
[327]	10	0	0	191,255		128,192		191,192
[328]	10	0	0	128,192		191,255		128,255
[329]	10	0	0	191,255		128,192		191,192
[330]	10	0	0	128,192		191,255		128,255
[331]	9	0	0	191,64		191,127		128,127
[332]	9	0	0	191,64		191,127		128,127
[333]	9	0	0	191,64		191,127		128,127
[334]	9	0	0	191,64		191,127		128,127
[335]	9	0	0	191,64		191,127		128,127
[336]	9	0	0	191,64		191,127		128,127
[337]	9	0	0	127,192		127,255		64,255
[338]	9	0	0	64,255		64,192		127,192
[339]	9	0	0	127,192		127,255		64,255
[340]	9	0	0	64,255		64,192		127,192
[341]	9	0	0	127,192		127,255		64,255
[342]	9	0	0	64,255		64,192		127,192
[343]	9	0	0	127,192		127,255		64,255
[344]	9	0	0	64,255		64,192		127,192
[345]	9	0	0	127,192		127,255		64,255
[346]	9	0	0	64,255		64,192		127,192
[347]	9	0	0	127,192		127,255		64,255
[348]	9	0	0	64,255		64,192		127,192
[349]	9	0	0	191,64		191,127		128,127
[350]	9	0	0	128,127		128,64		191,64
[351]	9	0	0	191,64		191,127		128,127
[352]	9	0	0	128,127		128,64		191,64
[353]	9	0	0	191,64		191,127		128,127
[354]	9	0	0	128,127		128,64		191,64
[355]	9	0	0	191,64		191,127		128,127
[356]	9	0	0	128,127		128,64		191,64
[357]	9	0	0	191,64		191,127		128,127
[358]	9	0	0	128,127		128,64		191,64
[359]	9	0	0	191,64		191,127		128,127
[360]	9	0	0	128,127		128,64		191,64
[361]	8	0	0	191,0		191,63		128,63
[362]	8	0	0	63,128		63,191		0,191
[363]	8	0	0	63,128		63,191		0,191
[364]	8	0	0	0,128		63,128		63,191
[365]	8	0	0	128,0		191,0		191,63
[366]	8	0	0	63,64		63,127		0,127
[367]	8	0	0	0,127		0,64		63,64
[368]	8	0	0	63,128		63,191		0,191
[369]	8	0	0	0,191		0,128		63,128
[370]	9	0	0	0,191		0,128		63,128
[371]	9	0	0	63,128		63,191		0,191
[372]	8	0	0	63,128		63,191		0,191
[373]	9	0	0	191,0		191,63		128,63
[374]	9	0	0	128,63		128,0		191,0
[375]	9	0	0	191,0		191,63		128,63
[376]	9	0	0	128,63		128,0		191,0
[377]	9	0	0	191,0		191,63		128,63
[378]	9	0	0	128,63		128,0		191,0
[379]	9	0	0	191,0		191,63		128,63
[380]	9	0	0	128,63		128,0		191,0
[381]	9	0	0	191,0		191,63		128,63
[382]	9	0	0	128,63		128,0		191,0
[383]	9	0	0	191,0		191,63		128,63
[384]	9	0	0	128,63		128,0		191,0
[385]	8	0	0	63,64		63,127		0,127
[386]	8	0	0	0,127		0,64		63,64
[387]	8	0	0	63,128		63,191		0,191
[388]	8	0	0	63,64		63,127		0,127
[389]	8	0	0	0,127		0,64		63,64
[390]	8	0	0	0,191		0,128		63,128
[391]	10	0	0	255,255		192,255		255,192
[392]	10	0	0	255,255		192,255		255,192
[393]	10	0	0	255,255		192,255		255,192
[394]	10	0	0	192,192		255,192		192,255
[395]	10	0	0	255,192		255,255		192,255
[396]	10	0	0	192,192		255,192		192,255
[397]	10	0	0	255,192		255,255		192,255
[398]	10	0	0	192,192		255,192		192,255
[399]	10	0	0	255,192		255,255		192,255
[400]	8	0	0	64,64		127,64		64,127
[401]	8	0	0	64,64		127,64		64,127
[402]	8	0	0	64,64		127,64		64,127
[403]	11	0	0	192,64		192,95		223,64
[404]	11	0	0	223,64		192,95		223,95
[405]	11	0	0	192,64		192,95		223,64
[406]	11	0	0	223,64		192,95		223,95
[407]	11	0	0	192,64		192,95		223,64
[408]	11	0	0	223,64		192,95		223,95
[409]	11	0	0	192,64		192,95		223,64
[410]	11	0	0	223,64		192,95		223,95
[411]	11	0	0	192,64		192,95		223,64
[412]	11	0	0	223,64		192,95		223,95
[413]	11	0	0	192,64		223,64		192,95
[414]	11	0	0	192,95		192,64		223,64
[415]	11	0	0	223,95		192,95		223,64
[416]	11	0	0	192,95		192,64		223,64
[417]	11	0	0	223,95		192,95		223,64
[418]	11	0	0	192,95		192,64		223,64
[419]	11	0	0	223,95		192,95		223,64
[420]	11	0	0	192,95		192,64		223,64
[421]	11	0	0	223,95		192,95		223,64
[422]	11	0	0	223,64		223,95		192,95
[423]	11	0	0	128,254		128,212		141,212
[424]	11	0	0	141,212		142,254		128,254
[425]	11	0	0	142,254		141,212		153,212
[426]	11	0	0	153,212		154,254		142,254
[427]	11	0	0	154,254		153,212		165,212
[428]	11	0	0	165,212		165,254		154,254
[429]	11	0	0	165,254		165,212		177,212
[430]	11	0	0	177,212		176,254		165,254
[431]	11	0	0	176,254		177,212		190,212
[432]	11	0	0	190,212		190,254		176,254
[433]	11	0	0	141,212		128,212		159,192
[434]	11	0	0	153,212		141,212		159,192
[435]	11	0	0	177,212		165,212		159,192
[436]	11	0	0	190,212		177,212		159,192
[437]	11	0	0	191,192		191,255		128,255
[438]	11	0	0	223,96		223,127		192,127
[439]	11	0	0	192,127		192,96		223,96
[440]	8	0	0	191,64		191,127		128,127
[441]	11	0	0	192,127		192,96		223,96
[442]	11	0	0	223,96		223,127		192,127
[443]	11	0	0	192,127		192,96		223,96
[444]	11	0	0	223,96		223,127		192,127
[445]	11	0	0	192,127		192,96		223,96
[446]	11	0	0	192,127		223,96		192,96
[447]	8	0	0	191,64		191,127		128,127
[448]	11	0	0	223,96		223,127		192,127
[449]	11	0	0	192,127		192,96		223,96
[450]	11	0	0	223,96		223,127		192,127
[451]	11	0	0	223,96		223,127		192,127
[452]	11	0	0	192,127		192,96		223,96
[453]	11	0	0	223,96		192,127		223,127
[454]	8	0	0	128,127		128,64		191,64
[455]	8	0	0	128,127		128,64		191,64
[456]	11	0	0	223,96		223,127		192,127
[457]	11	0	0	192,127		192,96		223,96
[458]	11	0	0	223,96		223,127		192,127
[459]	11	0	0	192,127		192,96		223,96
[460]	8	0	0	127,128		127,191		64,191
[461]	8	0	0	191,63		128,63		128,0
[462]	8	0	0	128,0		191,0		191,63
[463]	8	0	0	191,64		191,127		128,127
[464]	8	0	0	128,127		128,64		191,64
[465]	8	0	0	191,63		128,63		128,0
[466]	11	0	0	223,96		223,127		192,127
[467]	11	0	0	192,127		192,96		223,96
[468]	11	0	0	223,96		223,127		192,127
[469]	11	0	0	192,127		192,96		223,96
[470]	11	0	0	223,96		223,127		192,127
[471]	11	0	0	192,127		192,96		223,96
[472]	11	0	0	223,96		192,127		223,127
[473]	11	0	0	192,127		223,96		192,96
[474]	8	0	0	0,127		0,64		63,64
[475]	8	0	0	63,128		63,191		0,191
[476]	8	0	0	63,128		63,191		0,191
[477]	8	0	0	0,191		0,128		63,128
[478]	8	0	0	63,128		63,191		0,191
[479]	8	0	0	0,191		0,128		63,128
[480]	8	0	0	0,109		48,109		48,64
[481]	8	0	0	0,127		0,64		63,64
[482]	8	0	0	0,127		0,64		63,64
[483]	8	0	0	63,64		63,127		0,127
[484]	8	0	0	0,127		0,64		63,64
[485]	8	0	0	63,64		63,127		0,127
[486]	8	0	0	0,127		0,64		63,64
[487]	8	0	0	63,64		63,127		0,127
[488]	8	0	0	0,127		0,64		63,64
[489]	8	0	0	63,64		63,127		0,127
[490]	8	0	0	0,127		0,64		63,64
[491]	10	0	0	191,0		191,63		128,63
[492]	10	0	0	128,63		128,0		191,0
[493]	10	0	0	127,192		127,255		64,255
[494]	10	0	0	64,255		64,192		127,192
[495]	8	0	0	0,64		63,64		63,127
[496]	8	0	0	63,127		0,127		0,64
[497]	8	0	0	63,128		63,191		0,191
[498]	8	0	0	0,191		0,128		63,128
[499]	8	0	0	255,0		255,63		192,63
[500]	8	0	0	192,63		192,0		255,0
[501]	8	0	0	0,191		0,128		63,128
[502]	8	0	0	128,0		191,0		191,63
[503]	10	0	0	127,192		127,255		64,255
[504]	10	0	0	64,255		64,192		127,192
[505]	10	0	0	191,0		191,63		128,63
[506]	10	0	0	128,63		128,0		191,0
[507]	11	0	0	223,96		223,127		192,127
[508]	11	0	0	192,127		192,96		223,96
[509]	8	0	0	63,128		63,191		0,191
[510]	8	0	0	0,191		0,128		63,128
[511]	8	0	0	63,64		63,127		0,127
[512]	8	0	0	0,127		0,64		63,64
[513]	8	0	0	63,64		63,127		0,127
[514]	8	0	0	0,127		0,64		63,64
[515]	8	0	0	63,128		63,191		0,191
[516]	10	0	0	192,0		255,0		255,63
[517]	10	0	0	255,63		192,63		192,0
[518]	10	0	0	255,0		255,63		192,63
[519]	8	0	0	191,0		191,63		128,63
[520]	10	0	0	192,63		192,0		255,0
[521]	10	0	0	255,0		255,63		192,63
[522]	10	0	0	192,63		192,0		255,0
[523]	10	0	0	255,0		255,63		192,63
[524]	10	0	0	255,0		255,63		192,63
[525]	10	0	0	192,63		192,0		255,0
[526]	8	0	0	0,127		0,64		63,64
[527]	11	0	0	64,63		64,0		127,0
[528]	11	0	0	64,255		64,192		127,192
[529]	11	0	0	64,255		64,192		127,192
[530]	8	0	0	63,64		63,127		0,127
[531]	8	0	0	191,64		191,127		128,127
[532]	8	0	0	128,127		128,64		191,64
[533]	8	0	0	128,127		128,64		191,64
[534]	8	0	0	191,64		191,127		128,127
[535]	8	0	0	0,191		0,128		63,128
[536]	8	0	0	63,64		63,127		0,127
[537]	8	0	0	128,127		128,64		191,64
[538]	8	0	0	128,127		128,64		191,64
[539]	8	0	0	191,64		191,127		128,127
[540]	8	0	0	191,64		191,127		128,127
[541]	11	0	0	223,96		223,127		192,127
[542]	11	0	0	192,127		192,96		223,96
[543]	11	0	0	223,96		223,127		192,127
[544]	11	0	0	192,127		192,96		223,96
[545]	8	0	0	0,191		0,128		63,128
[546]	8	0	0	0,191		0,128		63,128
[547]	8	0	0	0,127		0,64		63,64
[548]	8	0	0	63,64		63,127		0,127
[549]	8	0	0	63,64		63,127		0,127
[550]	8	0	0	63,128		63,191		0,191
[551]	11	0	0	223,96		223,127		192,127
[552]	11	0	0	192,127		192,96		223,96
[553]	8	0	0	0,191		0,128		63,128
[554]	8	0	0	63,64		63,127		0,127
[555]	11	0	0	223,96		223,127		192,127
[556]	11	0	0	192,127		192,96		223,96
[557]	11	0	0	223,96		223,127		192,127
[558]	11	0	0	192,127		192,96		223,96
[559]	8	0	0	191,64		191,127		128,127
[560]	8	0	0	128,127		128,64		191,64
[561]	11	0	0	223,96		192,127		223,127
[562]	11	0	0	192,127		223,96		192,96
[563]	11	0	0	192,127		192,96		223,96
[564]	11	0	0	223,96		223,127		192,127
[565]	11	0	0	192,127		192,96		223,96
[566]	11	0	0	192,127		223,96		192,96
[567]	11	0	0	223,96		223,127		192,127
[568]	11	0	0	223,96		223,127		192,127
[569]	11	0	0	192,127		192,96		223,96
[570]	11	0	0	223,96		192,127		223,127
[571]	8	0	0	191,64		191,127		128,127
[572]	8	0	0	191,64		191,127		128,127
[573]	11	0	0	223,96		223,127		192,127
[574]	11	0	0	192,127		192,96		223,96
[575]	11	0	0	223,96		223,127		192,127
[576]	11	0	0	192,127		192,96		223,96
[577]	8	0	0	63,64		63,127		0,127
[578]	8	0	0	0,191		0,128		63,128
[579]	8	0	0	0,191		0,128		63,128
[580]	8	0	0	0,191		0,128		63,128
[581]	8	0	0	63,64		63,127		0,127
[582]	8	0	0	63,64		63,127		0,127
[583]	8	0	0	191,64		191,127		128,127
[584]	8	0	0	128,127		128,64		191,64
[585]	8	0	0	128,0		191,0		191,63
[586]	8	0	0	64,191		64,128		127,128
[587]	8	0	0	63,64		63,127		0,127
[588]	8	0	0	0,95		31,64		63,95
[589]	10	0	0	127,192		127,255		64,255
[590]	10	0	0	64,255		64,192		127,192
[591]	10	0	0	191,0		191,63		128,63
[592]	10	0	0	128,63		128,0		191,0
[593]	8	0	0	191,128		191,191		128,191
[594]	8	0	0	128,191		128,128		191,128
[595]	8	0	0	63,128		63,191		0,191
[596]	8	0	0	0,191		0,128		63,128
[597]	8	0	0	63,64		63,127		0,127
[598]	8	0	0	0,127		0,64		63,64
[599]	8	0	0	63,64		63,127		0,127
[600]	8	0	0	0,127		0,64		63,64
[601]	8	0	0	63,64		63,127		0,127
[602]	8	0	0	0,127		0,64		63,64
[603]	8	0	0	63,64		63,127		0,127
[604]	8	0	0	0,127		0,64		63,64
[605]	10	0	0	192,63		192,0		255,0
[606]	10	0	0	255,0		255,63		192,63
[607]	11	0	0	63,128		63,191		0,191
[608]	11	0	0	0,255		0,192		63,192
[609]	11	0	0	63,192		63,255		0,255
[610]	8	0	0	0,127		0,64		63,64
[611]	8	0	0	63,64		63,127		0,127
[612]	11	0	0	127,192		127,255		64,255
[613]	8	0	0	0,127		0,64		63,64
[614]	11	0	0	64,63		64,0		127,0
[615]	11	0	0	64,255		64,192		127,192
[616]	11	0	0	127,192		127,255		64,255
[617]	8	0	0	63,64		63,127		0,127
[618]	10	0	0	255,128		255,191		192,191
[619]	11	0	0	63,128		63,191		0,191
[620]	11	0	0	0,191		0,128		63,128
[621]	10	0	0	128,128		191,128		191,191
[622]	10	0	0	191,191		128,191		128,128
[623]	10	0	0	192,64		255,64		255,127
[624]	11	0	0	64,191		64,128		127,128
[625]	11	0	0	64,255		64,192		127,192
[626]	10	0	0	192,63		192,0		255,0
[627]	10	0	0	255,0		255,63		192,63
[628]	10	0	0	192,127		192,64		255,64
[629]	10	0	0	255,64		255,127		192,127
[630]	8	0	0	191,0		191,63		128,63
[631]	11	0	0	64,191		64,128		127,128
[632]	11	0	0	127,128		127,191		64,191
[633]	11	0	0	127,255		64,255		64,192
[634]	11	0	0	64,192		127,192		127,255
[635]	11	0	0	63,192		63,255		0,255
